chapter,mention,ner
1,first,ORDINAL
1,one,NUMBER
1,his,PERSON
1,he,PERSON
1,Bennet,PERSON
1,one day,DURATION
1,Netherfield Park,LOCATION
1,his,PERSON
1,him,PERSON
1,Bennet,PERSON
1,he,PERSON
1,Long,PERSON
1,she,PERSON
1,she,PERSON
1,Bennet,PERSON
1,his,PERSON
1,Long,PERSON
1,Netherfield,LOCATION
1,England,COUNTRY
1,Monday,DATE
1,four,NUMBER
1,Morris,PERSON
1,the end of next week,DATE
1,he,PERSON
1,he,PERSON
1,he,PERSON
1,his,PERSON
1,his,PERSON
1,he,PERSON
1,four,NUMBER
1,five thousand,NUMBER
1,a year,DURATION
1,Bennet,PERSON
1,his,PERSON
1,one,NUMBER
1,his,PERSON
1,his,PERSON
1,one,NUMBER
1,he,PERSON
1,him,PERSON
1,he,PERSON
1,Bingley,PERSON
1,now,DATE
1,five,NUMBER
1,she,PERSON
1,her,PERSON
1,Bingley,PERSON
1,he,PERSON
1,one,NUMBER
1,William,PERSON
1,Lady Lucas,PERSON
1,general,TITLE
1,him,PERSON
1,Bingley,PERSON
1,Lizzy,PERSON
1,him,PERSON
1,his,PERSON
1,he,PERSON
1,Lizzy,PERSON
1,Jane,PERSON
1,Lydia,PERSON
1,she,PERSON
1,her,PERSON
1,Lizzy,PERSON
1,he,PERSON
1,her,PERSON
1,Bennet,PERSON
1,twenty years,DURATION
1,four thousand,NUMBER
1,a year,DURATION
1,twenty,NUMBER
1,twenty,NUMBER
1,Bennet,PERSON
1,three,NUMBER
1,twenty years,DURATION
1,his,PERSON
1,his,PERSON
1,Her,PERSON
1,She,PERSON
1,she,PERSON
1,she,PERSON
1,her,PERSON
1,her,PERSON
2,Bennet,PERSON
2,Bingley,PERSON
2,evening,TIME
2,He,PERSON
2,him,PERSON
2,his,PERSON
2,he,PERSON
2,she,PERSON
2,second,ORDINAL
2,Bingley,PERSON
2,Lizzy,PERSON
2,his,PERSON
2,he,PERSON
2,her,PERSON
2,Bingley,PERSON
2,her,PERSON
2,Elizabeth,PERSON
2,Long,PERSON
2,him,PERSON
2,him,PERSON
2,Long,PERSON
2,two,NUMBER
2,She,PERSON
2,her,PERSON
2,She,PERSON
2,her,PERSON
2,Bennet,PERSON
2,her,PERSON
2,Bennet,PERSON
2,one,NUMBER
2,her,PERSON
2,Kitty,PERSON
2,Kitty,PERSON
2,her,PERSON
2,her,PERSON
2,she,PERSON
2,Kitty,PERSON
2,Lizzy,PERSON
2,fortnight,DURATION
2,Long,PERSON
2,the day before,DATE
2,her,PERSON
2,her,PERSON
2,him,PERSON
2,she,PERSON
2,him,PERSON
2,Bingley,PERSON
2,her,PERSON
2,Bennet,PERSON
2,him,PERSON
2,A fortnight,DURATION
2,One,NUMBER
2,the end of a fortnight,DURATION
2,Long,PERSON
2,her,PERSON
2,she,PERSON
2,Bennet,PERSON
2,he,PERSON
2,Mary,PERSON
2,Mary,PERSON
2,Mary,PERSON
2,Bingley,PERSON
2,her,PERSON
2,he,PERSON
2,Bingley,PERSON
2,his,PERSON
2,this morning,TIME
2,him,PERSON
2,now,DATE
2,Bennet,PERSON
2,first,ORDINAL
2,he,PERSON
2,she,PERSON
2,she,PERSON
2,Bennet,PERSON
2,this morning,TIME
2,now,DATE
2,Now,DATE
2,Kitty,PERSON
2,Bennet,PERSON
2,he,PERSON
2,he,PERSON
2,his,PERSON
2,she,PERSON
2,him,PERSON
2,his,PERSON
2,every day,SET
2,Lydia,PERSON
2,Bingley,PERSON
2,Lydia,PERSON
2,evening,TIME
2,Bennet,PERSON
2,he,PERSON
2,him,PERSON
3,Bennet,PERSON
3,five,NUMBER
3,Bingley,PERSON
3,her,PERSON
3,her,PERSON
3,Lady Lucas,PERSON
3,him,PERSON
3,he,PERSON
3,Her,PERSON
3,William,PERSON
3,him,PERSON
3,He,PERSON
3,he,PERSON
3,Bingley,PERSON
3,one,NUMBER
3,Netherfield,LOCATION
3,Bennet,PERSON
3,her,PERSON
3,a few days,DURATION
3,Bingley,PERSON
3,Bennet,PERSON
3,about ten minutes,DURATION
3,him,PERSON
3,his,PERSON
3,He,PERSON
3,he,PERSON
3,he,PERSON
3,he,PERSON
3,Bennet,PERSON
3,her,PERSON
3,Bingley,PERSON
3,the following day,DATE
3,Bennet,PERSON
3,Hertfordshire,CITY
3,one,NUMBER
3,Netherfield,LOCATION
3,She,PERSON
3,he,PERSON
3,his,PERSON
3,she,PERSON
3,he,PERSON
3,he,PERSON
3,Lucas,PERSON
3,London,CITY
3,Bingley,PERSON
3,twelve,NUMBER
3,seven,NUMBER
3,her,PERSON
3,his,PERSON
3,him,PERSON
3,the day before,DATE
3,twelve,NUMBER
3,six,NUMBER
3,London,CITY
3,five,NUMBER
3,he,PERSON
3,him,PERSON
3,his,PERSON
3,five,NUMBER
3,Bingley,PERSON
3,two,NUMBER
3,his,PERSON
3,Bingley,PERSON
3,he,PERSON
3,His,PERSON
3,Hurst,PERSON
3,Darcy,PERSON
3,general,TITLE
3,five minutes,DURATION
3,ten thousand,NUMBER
3,a year,DURATION
3,His,PERSON
3,his,PERSON
3,his,PERSON
3,his,PERSON
3,his,PERSON
3,Bingley,PERSON
3,evening,TIME
3,Derbyshire,STATE_OR_PROVINCE
3,him,PERSON
3,he,PERSON
3,he,PERSON
3,his,PERSON
3,his,PERSON
3,he,PERSON
3,his,PERSON
3,his,PERSON
3,him,PERSON
3,his,PERSON
3,Bingley,PERSON
3,principal,TITLE
3,one,NUMBER
3,Netherfield,LOCATION
3,he,PERSON
3,him,PERSON
3,his,PERSON
3,Darcy,PERSON
3,once,DATE
3,Hurst,PERSON
3,once,DATE
3,Miss Bingley,ORGANIZATION
3,evening,TIME
3,one,NUMBER
3,his,PERSON
3,His,PERSON
3,He,PERSON
3,he,PERSON
3,Bennet,PERSON
3,general,TITLE
3,one,NUMBER
3,him,PERSON
3,his,PERSON
3,his,PERSON
3,her,PERSON
3,Elizabeth Bennet,PERSON
3,two,NUMBER
3,Darcy,PERSON
3,Bingley,PERSON
3,a few minutes,DURATION
3,her,PERSON
3,him,PERSON
3,his,PERSON
3,Darcy,PERSON
3,he,PERSON
3,Bingley,PERSON
3,this evening,TIME
3,Darcy,PERSON
3,Miss,STATE_OR_PROVINCE
3,Bennet,PERSON
3,she,PERSON
3,one,NUMBER
3,her,PERSON
3,Elizabeth,PERSON
3,present,DATE
3,he,PERSON
3,her,PERSON
3,he,PERSON
3,his,PERSON
3,She,PERSON
3,her,PERSON
3,Bingley,PERSON
3,his,PERSON
3,Darcy,PERSON
3,Elizabeth,PERSON
3,him,PERSON
3,She,PERSON
3,her,PERSON
3,she,PERSON
3,evening,TIME
3,Bennet,PERSON
3,Netherfield,LOCATION
3,her,PERSON
3,Bingley,PERSON
3,her,PERSON
3,she,PERSON
3,his,PERSON
3,Jane,PERSON
3,her,PERSON
3,Elizabeth,PERSON
3,Jane,PERSON
3,Mary,PERSON
3,Miss,STATE_OR_PROVINCE
3,Bingley,PERSON
3,Catherine,PERSON
3,Lydia,PERSON
3,Longbourn,LOCATION
3,principal,TITLE
3,Bennet,PERSON
3,present,DATE
3,evening,TIME
3,he,PERSON
3,he,PERSON
3,He,PERSON
3,his,PERSON
3,he,PERSON
3,he,PERSON
3,Bennet,PERSON
3,evening,TIME
3,she,PERSON
3,Jane,PERSON
3,Bingley,PERSON
3,she,PERSON
3,her,PERSON
3,her,PERSON
3,a second,DURATION
3,he,PERSON
3,her,PERSON
3,she,PERSON
3,he,PERSON
3,First,ORDINAL
3,Miss,STATE_OR_PROVINCE
3,Lucas,PERSON
3,he,PERSON
3,Jane,PERSON
3,him,PERSON
3,her,PERSON
3,he,PERSON
3,her,PERSON
3,he,PERSON
3,she,PERSON
3,two,NUMBER
3,he,PERSON
3,she,PERSON
3,her,PERSON
3,two,NUMBER
3,third,ORDINAL
3,Miss,STATE_OR_PROVINCE
3,King,TITLE
3,two,NUMBER
3,fourth,ORDINAL
3,Maria Lucas,PERSON
3,two,NUMBER
3,fifth,ORDINAL
3,Jane,PERSON
3,two,NUMBER
3,sixth,ORDINAL
3,Lizzy,PERSON
3,Boulanger,PERSON
3,he,PERSON
3,he,PERSON
3,her,PERSON
3,he,PERSON
3,his,PERSON
3,first,ORDINAL
3,he,PERSON
3,his,PERSON
3,Bennet,PERSON
3,him,PERSON
3,He,PERSON
3,his,PERSON
3,Hurst,PERSON
3,she,PERSON
3,Bennet,PERSON
3,Darcy,PERSON
3,She,PERSON
3,Lizzy,PERSON
3,she,PERSON
3,his,PERSON
3,he,PERSON
3,him,PERSON
3,He,PERSON
3,he,PERSON
3,one,NUMBER
3,him,PERSON
4,Jane,PERSON
4,Elizabeth,PERSON
4,Bingley,PERSON
4,her,PERSON
4,her,PERSON
4,she,PERSON
4,him,PERSON
4,He,PERSON
4,she,PERSON
4,Elizabeth,PERSON
4,He,PERSON
4,he,PERSON
4,His,PERSON
4,a second,DURATION
4,his,PERSON
4,one,NUMBER
4,his,PERSON
4,five,NUMBER
4,He,PERSON
4,his,PERSON
4,he,PERSON
4,him,PERSON
4,general,TITLE
4,one,NUMBER
4,his,PERSON
4,first,ORDINAL
4,Miss,STATE_OR_PROVINCE
4,Bingley,PERSON
4,her,PERSON
4,his,PERSON
4,her,PERSON
4,Elizabeth,PERSON
4,general,TITLE
4,her,PERSON
4,she,PERSON
4,one,NUMBER
4,first,ORDINAL
4,twenty thousand pounds,MONEY
4,England,COUNTRY
4,Bingley,PERSON
4,hundred thousand pounds,MONEY
4,his,PERSON
4,now,DATE
4,days,DURATION
4,Netherfield,LOCATION
4,his,PERSON
4,he,PERSON
4,his,PERSON
4,he,PERSON
4,his,PERSON
4,now,DATE
4,Miss,STATE_OR_PROVINCE
4,Bingley,PERSON
4,Hurst,PERSON
4,His,PERSON
4,his,PERSON
4,his,PERSON
4,he,PERSON
4,his,PERSON
4,his,PERSON
4,her,PERSON
4,her,PERSON
4,Bingley,PERSON
4,two years,DURATION
4,Netherfield House,LOCATION
4,he,PERSON
4,an hour,DURATION
4,principal,TITLE
4,owner,TITLE
4,He,PERSON
4,Darcy,PERSON
4,him,PERSON
4,Darcy,PERSON
4,his,PERSON
4,his,PERSON
4,his,PERSON
4,he,PERSON
4,Darcy,PERSON
4,Bingley,PERSON
4,his,PERSON
4,Darcy,PERSON
4,Bingley,PERSON
4,Darcy,PERSON
4,He,PERSON
4,his,PERSON
4,his,PERSON
4,Bingley,PERSON
4,Darcy,PERSON
4,he,PERSON
4,Meryton,LOCATION
4,Bingley,PERSON
4,Miss,STATE_OR_PROVINCE
4,Bennet,PERSON
4,his,PERSON
4,him,PERSON
4,he,PERSON
4,he,PERSON
4,Darcy,PERSON
4,he,PERSON
4,Miss,STATE_OR_PROVINCE
4,Bennet,PERSON
4,he,PERSON
4,she,PERSON
4,Hurst,PERSON
4,one,NUMBER
4,her,PERSON
4,her,PERSON
4,her,PERSON
4,her,PERSON
4,Miss,STATE_OR_PROVINCE
4,Bennet,PERSON
4,her,PERSON
4,he,PERSON
5,William Lucas,PERSON
5,Meryton,LOCATION
5,King,TITLE
5,he,PERSON
5,his,PERSON
5,Meryton,LOCATION
5,Lucas Lodge,ORGANIZATION
5,him,PERSON
5,his,PERSON
5,his,PERSON
5,he,PERSON
5,his,PERSON
5,he,PERSON
5,his,PERSON
5,his,PERSON
5,him,PERSON
5,he,PERSON
5,St. James,ORGANIZATION
5,his,PERSON
5,him,PERSON
5,Lady Lucas,PERSON
5,Bennet,PERSON
5,twenty-seven,NUMBER
5,Elizabeth,PERSON
5,Miss,STATE_OR_PROVINCE
5,Lucases,PERSON
5,Miss Bennets,ORGANIZATION
5,morning,TIME
5,Longbourn,LOCATION
5,evening,TIME
5,Charlotte,CITY
5,Bennet,PERSON
5,Miss,STATE_OR_PROVINCE
5,Lucas,PERSON
5,Bingley,PERSON
5,first,ORDINAL
5,second,ORDINAL
5,he,PERSON
5,his,PERSON
5,Jane,PERSON
5,he,PERSON
5,her,PERSON
5,Robinson,PERSON
5,he,PERSON
5,her,PERSON
5,he,PERSON
5,Robinson,PERSON
5,him,PERSON
5,Robinson,PERSON
5,Meryton,LOCATION
5,him,PERSON
5,he,PERSON
5,he,PERSON
5,he,PERSON
5,his,PERSON
5,Miss,STATE_OR_PROVINCE
5,Bennet,PERSON
5,two,NUMBER
5,Eliza,PERSON
5,Charlotte,PERSON
5,Darcy,PERSON
5,his,PERSON
5,he,PERSON
5,Eliza,PERSON
5,Lizzy,PERSON
5,his,PERSON
5,he,PERSON
5,him,PERSON
5,Long,PERSON
5,last night,TIME
5,an hour,DURATION
5,once,DATE
5,he,PERSON
5,her,PERSON
5,his,PERSON
5,Jane,PERSON
5,Darcy,PERSON
5,her,PERSON
5,Netherfield,LOCATION
5,she,PERSON
5,him,PERSON
5,he,PERSON
5,he,PERSON
5,her,PERSON
5,she,PERSON
5,he,PERSON
5,Miss,STATE_OR_PROVINCE
5,Bingley,PERSON
5,Jane,PERSON
5,he,PERSON
5,his,PERSON
5,he,PERSON
5,Long,PERSON
5,he,PERSON
5,he,PERSON
5,Long,PERSON
5,he,PERSON
5,he,PERSON
5,Long,PERSON
5,Miss,STATE_OR_PROVINCE
5,Lucas,PERSON
5,Eliza,PERSON
5,his,PERSON
5,he,PERSON
5,Lizzy,PERSON
5,her,PERSON
5,him,PERSON
5,him,PERSON
5,Miss,STATE_OR_PROVINCE
5,Lucas,PERSON
5,His,PERSON
5,One,NUMBER
5,his,PERSON
5,he,PERSON
5,Elizabeth,PERSON
5,his,PERSON
5,he,PERSON
5,Mary,PERSON
5,her,PERSON
5,Darcy,PERSON
5,Lucas,PERSON
5,his,PERSON
5,every day,SET
5,Bennet,PERSON
5,she,PERSON
5,she,PERSON
5,she,PERSON
6,Longbourn,LOCATION
6,Netherfield,LOCATION
6,Miss,STATE_OR_PROVINCE
6,Bennet,PERSON
6,Hurst,PERSON
6,Miss Bingley,ORGANIZATION
6,two,NUMBER
6,Jane,PERSON
6,Elizabeth,PERSON
6,Jane,PERSON
6,her,PERSON
6,Jane,PERSON
6,first,ORDINAL
6,general,TITLE
6,Jane,PERSON
6,he,PERSON
6,her,PERSON
6,her,PERSON
6,she,PERSON
6,him,PERSON
6,she,PERSON
6,her,PERSON
6,Miss,STATE_OR_PROVINCE
6,Lucas,PERSON
6,She,PERSON
6,her,PERSON
6,Charlotte,CITY
6,her,PERSON
6,she,PERSON
6,him,PERSON
6,nine,NUMBER
6,ten,NUMBER
6,she,PERSON
6,Bingley,PERSON
6,he,PERSON
6,her,PERSON
6,she,PERSON
6,him,PERSON
6,she,PERSON
6,him,PERSON
6,her,PERSON
6,her,PERSON
6,him,PERSON
6,he,PERSON
6,Eliza,PERSON
6,Jane,PERSON
6,he,PERSON
6,he,PERSON
6,he,PERSON
6,he,PERSON
6,her,PERSON
6,Bingley,ORGANIZATION
6,Jane,PERSON
6,hours,DURATION
6,Jane,PERSON
6,hour,DURATION
6,she,PERSON
6,his,PERSON
6,she,PERSON
6,him,PERSON
6,she,PERSON
6,one,NUMBER
6,Elizabeth,PERSON
6,Jane,PERSON
6,she,PERSON
6,she,PERSON
6,her,PERSON
6,a fortnight,DURATION
6,She,PERSON
6,him,PERSON
6,four,NUMBER
6,Meryton,LOCATION
6,one,NUMBER
6,morning,TIME
6,four,NUMBER
6,She,PERSON
6,him,PERSON
6,she,PERSON
6,him,PERSON
6,his,PERSON
6,him,PERSON
6,her,PERSON
6,his,PERSON
6,four,NUMBER
6,evenings,TIME
6,four,NUMBER
6,evenings may,TIME
6,she,PERSON
6,him,PERSON
6,she,PERSON
6,he,PERSON
6,four,NUMBER
6,evenings,TIME
6,Vingt-un,MISC
6,Commerce,ORGANIZATION
6,Charlotte,CITY
6,Jane,PERSON
6,she,PERSON
6,him,PERSON
6,she,PERSON
6,she,PERSON
6,his,PERSON
6,Charlotte,CITY
6,Bingley,PERSON
6,Elizabeth,PERSON
6,her,PERSON
6,she,PERSON
6,his,PERSON
6,Darcy,PERSON
6,first,ORDINAL
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,he,PERSON
6,his,PERSON
6,she,PERSON
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,one,NUMBER
6,he,PERSON
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,his,PERSON
6,her,PERSON
6,he,PERSON
6,she,PERSON
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,He,PERSON
6,her,PERSON
6,her,PERSON
6,her,PERSON
6,His,PERSON
6,her,PERSON
6,William Lucas,PERSON
6,Darcy,PERSON
6,Charlotte,CITY
6,Colonel,TITLE
6,Forster,PERSON
6,she,PERSON
6,Darcy,PERSON
6,he,PERSON
6,him,PERSON
6,he,PERSON
6,He,PERSON
6,him,PERSON
6,Miss,STATE_OR_PROVINCE
6,Lucas,PERSON
6,Elizabeth,PERSON
6,Darcy,PERSON
6,now,DATE
6,Colonel,TITLE
6,Forster,PERSON
6,Meryton,LOCATION
6,his,PERSON
6,her,PERSON
6,him,PERSON
6,she,PERSON
6,him,PERSON
6,Miss,STATE_OR_PROVINCE
6,Lucas,PERSON
6,her,PERSON
6,Eliza,PERSON
6,Miss,STATE_OR_PROVINCE
6,Lucas,PERSON
6,she,PERSON
6,Darcy,PERSON
6,Her,PERSON
6,two,NUMBER
6,Mary,PERSON
6,one,NUMBER
6,she,PERSON
6,she,PERSON
6,she,PERSON
6,her,PERSON
6,Mary,PERSON
6,her,PERSON
6,her,PERSON
6,she,PERSON
6,Elizabeth,PERSON
6,Mary,PERSON
6,Irish,NATIONALITY
6,Lucases,ORGANIZATION
6,two,NUMBER
6,three,NUMBER
6,one,NUMBER
6,her,PERSON
6,Darcy,PERSON
6,evening,TIME
6,William Lucas,PERSON
6,William,PERSON
6,his,PERSON
6,his,PERSON
6,Darcy,PERSON
6,one,NUMBER
6,first,ORDINAL
6,William,PERSON
6,Bingley,ORGANIZATION
6,Darcy,PERSON
6,he,PERSON
6,Meryton,LOCATION
6,James,PERSON
6,Darcy,PERSON
6,once,DATE
6,London,CITY
6,Lady Lucas,PERSON
6,companion,TITLE
6,Elizabeth,PERSON
6,Miss,STATE_OR_PROVINCE
6,Eliza,PERSON
6,He,PERSON
6,his,PERSON
6,he,PERSON
6,her,PERSON
6,Darcy,PERSON
6,present,DATE
6,Darcy,PERSON
6,William,PERSON
6,her,PERSON
6,he,PERSON
6,she,PERSON
6,Darcy,PERSON
6,her,PERSON
6,Elizabeth,PERSON
6,William,PERSON
6,her,PERSON
6,his,PERSON
6,Miss,STATE_OR_PROVINCE
6,Eliza,PERSON
6,general,TITLE
6,one,NUMBER
6,hour,DURATION
6,he,PERSON
6,Darcy,PERSON
6,Elizabeth,PERSON
6,Miss,STATE_OR_PROVINCE
6,Eliza,PERSON
6,He,PERSON
6,his,PERSON
6,Elizabeth,PERSON
6,Miss Bingley,PERSON
6,Her,PERSON
6,her,PERSON
6,he,PERSON
6,her,PERSON
6,evenings,TIME
6,Miss,STATE_OR_PROVINCE
6,Bingley,PERSON
6,her,PERSON
6,his,PERSON
6,he,PERSON
6,her,PERSON
6,Darcy,PERSON
6,Miss,STATE_OR_PROVINCE
6,Elizabeth Bennet,PERSON
6,Miss,STATE_OR_PROVINCE
6,Elizabeth Bennet,PERSON
6,Miss,STATE_OR_PROVINCE
6,Bingley,PERSON
6,she,PERSON
6,Pemberley,LOCATION
6,she,PERSON
6,He,PERSON
6,her,PERSON
6,she,PERSON
6,his,PERSON
6,her,PERSON
6,her,PERSON
7,Bennet,PERSON
7,two thousand,DATE
7,a year,DURATION
7,his,PERSON
7,her,PERSON
7,his,PERSON
7,attorney,TITLE
7,Meryton,LOCATION
7,four thousand pounds,MONEY
7,Her,PERSON
7,her,PERSON
7,Philips,PERSON
7,clerk,TITLE
7,London,CITY
7,She,PERSON
7,him,PERSON
7,Longbourn,LOCATION
7,one,NUMBER
7,Meryton,LOCATION
7,three,NUMBER
7,four,NUMBER
7,a week,DURATION
7,milliner,TITLE
7,two,NUMBER
7,Catherine,PERSON
7,Lydia,PERSON
7,Meryton,LOCATION
7,morning,TIME
7,hours,DURATION
7,evening,TIME
7,general,TITLE
7,present,DATE
7,winter,DATE
7,Meryton,PERSON
7,Philips,PERSON
7,now,DATE
7,Every day,SET
7,Philips,PERSON
7,his,PERSON
7,Bingley,PERSON
7,ensign,TITLE
7,one,NUMBER
7,morning,TIME
7,Bennet,PERSON
7,two,NUMBER
7,now,DATE
7,Catherine,PERSON
7,Lydia,PERSON
7,Captain,TITLE
7,Carter,PERSON
7,the day,DATE
7,the next morning,DATE
7,London,CITY
7,her,PERSON
7,her,PERSON
7,him,PERSON
7,he,PERSON
7,Bennet,PERSON
7,two,NUMBER
7,Bennet,PERSON
7,colonel,TITLE
7,five,NUMBER
7,six thousand,NUMBER
7,a year,DURATION
7,one,NUMBER
7,Colonel,TITLE
7,Forster,PERSON
7,night,TIME
7,William,PERSON
7,him,PERSON
7,his,PERSON
7,Lydia,PERSON
7,Colonel,TITLE
7,Forster,PERSON
7,Captain,TITLE
7,Carter,PERSON
7,Miss,STATE_OR_PROVINCE
7,Watson,PERSON
7,first,ORDINAL
7,now,DATE
7,Clarke,PERSON
7,she,PERSON
7,Bennet,PERSON
7,footman,TITLE
7,Miss,STATE_OR_PROVINCE
7,Bennet,PERSON
7,Netherfield,LOCATION
7,servant,TITLE
7,Bennet,PERSON
7,Jane,PERSON
7,she,PERSON
7,her,PERSON
7,he,PERSON
7,Jane,PERSON
7,Miss Bingley,ORGANIZATION
7,Jane,PERSON
7,Louisa,PERSON
7,day,DURATION
7,two,NUMBER
7,CAROLINE BINGLEY,PERSON
7,Lydia,PERSON
7,Bennet,PERSON
7,Jane,PERSON
7,night,TIME
7,Elizabeth,PERSON
7,her,PERSON
7,Bingley,PERSON
7,Meryton,LOCATION
7,coach,TITLE
7,Bennet,PERSON
7,Elizabeth,PERSON
7,She,PERSON
7,her,PERSON
7,Jane,PERSON
7,day,DURATION
7,her,PERSON
7,her,PERSON
7,Jane,PERSON
7,Her,PERSON
7,Her,PERSON
7,her,PERSON
7,her,PERSON
7,evening,TIME
7,Jane,PERSON
7,Bennet,PERSON
7,once,DATE
7,her,PERSON
7,the next morning,DATE
7,she,PERSON
7,her,PERSON
7,servant,TITLE
7,Netherfield,LOCATION
7,Lizzy,PERSON
7,this morning,TIME
7,yesterday,DATE
7,Jones,PERSON
7,his,PERSON
7,Bennet,PERSON
7,Elizabeth,PERSON
7,illness,CAUSE_OF_DEATH
7,Bingley,PERSON
7,she,PERSON
7,her,PERSON
7,She,PERSON
7,she,PERSON
7,her,PERSON
7,Elizabeth,PERSON
7,her,PERSON
7,she,PERSON
7,her,PERSON
7,She,PERSON
7,her,PERSON
7,her,PERSON
7,Jane--which,PERSON
7,Lizzy,PERSON
7,her,PERSON
7,one,NUMBER
7,three,NUMBER
7,Mary,PERSON
7,Meryton,LOCATION
7,Catherine,PERSON
7,Lydia,PERSON
7,three,NUMBER
7,Lydia,PERSON
7,Captain,TITLE
7,Carter,PERSON
7,he,PERSON
7,Meryton,LOCATION
7,two,NUMBER
7,one,NUMBER
7,Elizabeth,PERSON
7,her,PERSON
7,Jane,PERSON
7,She,PERSON
7,her,PERSON
7,three,NUMBER
7,early in the day,DATE
7,Hurst,PERSON
7,Miss Bingley,ORGANIZATION
7,Elizabeth,PERSON
7,she,PERSON
7,her,PERSON
7,She,PERSON
7,Darcy,PERSON
7,Hurst,PERSON
7,her,PERSON
7,her,PERSON
7,his,PERSON
7,Her,PERSON
7,her,PERSON
7,Miss,STATE_OR_PROVINCE
7,Bennet,PERSON
7,her,PERSON
7,Elizabeth,PERSON
7,Jane,PERSON
7,her,PERSON
7,her,PERSON
7,she,PERSON
7,her,PERSON
7,Miss Bingley,PERSON
7,She,PERSON
7,she,PERSON
7,Elizabeth,PERSON
7,her,PERSON
7,Elizabeth,PERSON
7,Jane,PERSON
7,she,PERSON
7,his,PERSON
7,she,PERSON
7,her,PERSON
7,her,PERSON
7,her,PERSON
7,Elizabeth,PERSON
7,her,PERSON
7,three,NUMBER
7,Elizabeth,PERSON
7,she,PERSON
7,Miss,STATE_OR_PROVINCE
7,Bingley,PERSON
7,Jane,PERSON
7,Miss,STATE_OR_PROVINCE
7,Bingley,PERSON
7,Netherfield,LOCATION
7,present,DATE
7,her,PERSON
7,she,PERSON
7,her,PERSON
7,Elizabeth,PERSON
7,servant,TITLE
7,Longbourn,LOCATION
7,her,PERSON
8,five o'clock,TIME
8,two,NUMBER
8,half past six,TIME
8,Elizabeth,PERSON
8,Bingley,PERSON
8,she,PERSON
8,she,PERSON
8,Jane,PERSON
8,three,NUMBER
8,four,NUMBER
8,Jane,PERSON
8,Elizabeth,PERSON
8,her,PERSON
8,one,NUMBER
8,she,PERSON
8,Jane,PERSON
8,His,PERSON
8,his,PERSON
8,her,PERSON
8,she,PERSON
8,she,PERSON
8,She,PERSON
8,him,PERSON
8,Miss,STATE_OR_PROVINCE
8,Bingley,PERSON
8,Darcy,PERSON
8,Hurst,PERSON
8,Elizabeth,PERSON
8,her,PERSON
8,he,PERSON
8,he,PERSON
8,her,PERSON
8,her,PERSON
8,Jane,PERSON
8,Miss,STATE_OR_PROVINCE
8,Bingley,PERSON
8,she,PERSON
8,her,PERSON
8,she,PERSON
8,Her,PERSON
8,she,PERSON
8,Hurst,PERSON
8,She,PERSON
8,her,PERSON
8,this morning,TIME
8,her,PERSON
8,She,PERSON
8,Louisa,PERSON
8,She,PERSON
8,she,PERSON
8,her,PERSON
8,Her,PERSON
8,six,NUMBER
8,her,PERSON
8,her,PERSON
8,Louisa,PERSON
8,Bingley,PERSON
8,Miss,STATE_OR_PROVINCE
8,Elizabeth Bennet,PERSON
8,this morning,TIME
8,she,PERSON
8,Her,PERSON
8,Darcy,PERSON
8,Miss,STATE_OR_PROVINCE
8,Bingley,MISC
8,three,NUMBER
8,four,NUMBER
8,five,NUMBER
8,her,PERSON
8,she,PERSON
8,Bingley,PERSON
8,her,PERSON
8,Darcy,PERSON
8,Miss Bingley,ORGANIZATION
8,her,PERSON
8,he,PERSON
8,Hurst,PERSON
8,Jane Bennet,PERSON
8,she,PERSON
8,she,PERSON
8,attorney,TITLE
8,Meryton,LOCATION
8,Cheapside,LOCATION
8,her,PERSON
8,Bingley,PERSON
8,one,NUMBER
8,Darcy,PERSON
8,Bingley,PERSON
8,his,PERSON
8,her,PERSON
8,her,PERSON
8,Elizabeth,PERSON
8,evening,TIME
8,She,PERSON
8,her,PERSON
8,she,PERSON
8,her,PERSON
8,her,PERSON
8,she,PERSON
8,she,PERSON
8,she,PERSON
8,her,PERSON
8,she,PERSON
8,she,PERSON
8,Hurst,PERSON
8,her,PERSON
8,he,PERSON
8,Miss,STATE_OR_PROVINCE
8,Eliza Bennet,PERSON
8,Miss Bingley,PERSON
8,reader,TITLE
8,She,PERSON
8,Elizabeth,PERSON
8,reader,TITLE
8,Bingley,PERSON
8,her,PERSON
8,Elizabeth,PERSON
8,him,PERSON
8,her,PERSON
8,He,PERSON
8,her,PERSON
8,his,PERSON
8,Elizabeth,PERSON
8,him,PERSON
8,she,PERSON
8,Miss Bingley,PERSON
8,Pemberley,LOCATION
8,Darcy,PERSON
8,he,PERSON
8,days,DURATION
8,Charles,PERSON
8,Pemberley,PERSON
8,model,TITLE
8,finer,TITLE
8,England,COUNTRY
8,Derbyshire,STATE_OR_PROVINCE
8,Darcy,PERSON
8,Charles,PERSON
8,Caroline,PERSON
8,Pemberley,LOCATION
8,Elizabeth,PERSON
8,Bingley,PERSON
8,her,PERSON
8,her,PERSON
8,she,PERSON
8,his,PERSON
8,Miss,STATE_OR_PROVINCE
8,Darcy,PERSON
8,spring,DATE
