chapter,mention,ner
35,her,PERSON
35,one,NUMBER
35,one,NUMBER
35,she,PERSON
35,two,NUMBER
35,three,NUMBER
35,morning,TIME
35,she,PERSON
35,The five weeks,DURATION
35,now,DATE
35,Kent,CITY
35,every day,SET
35,she,PERSON
35,Darcy,PERSON
35,She,PERSON
35,her,PERSON
35,she,PERSON
35,he,PERSON
35,she,PERSON
35,now,DATE
35,her,PERSON
35,her,PERSON
35,Darcy,PERSON
35,She,PERSON
35,she,PERSON
35,He,PERSON
35,she,PERSON
35,Elizabeth,PERSON
35,two,NUMBER
35,her,PERSON
35,her,PERSON
35,she,PERSON
35,Rosings,LOCATION
35,eight o'clock in the morning,TIME
35,Madam,PERSON
35,last night,DATE
35,Two,NUMBER
35,last night,TIME
35,first,ORDINAL
35,Bingley,PERSON
35,Wickham,PERSON
35,companion,TITLE
35,two,NUMBER
35,a few weeks,DURATION
35,last night,DATE
35,future,DATE
35,Hertfordshire,CITY
35,Bingley,PERSON
35,evening,TIME
35,Netherfield,LOCATION
35,his,PERSON
35,him,PERSON
35,first,ORDINAL
35,William Lucas,PERSON
35,Bingley,PERSON
35,general,TITLE
35,He,PERSON
35,Miss,STATE_OR_PROVINCE
35,Bennet,PERSON
35,his,PERSON
35,him,PERSON
35,evening,TIME
35,Her,PERSON
35,she,PERSON
35,his,PERSON
35,she,PERSON
35,her,PERSON
35,her,PERSON
35,her,PERSON
35,her,PERSON
35,her,PERSON
35,last night,TIME
35,three,NUMBER
35,evening,TIME
35,Netherfield,LOCATION
35,London,CITY
35,the day,DATE
35,He,PERSON
35,now,DATE
35,London,CITY
35,His,PERSON
35,him,PERSON
35,his,PERSON
35,He,PERSON
35,her,PERSON
35,his,PERSON
35,his,PERSON
35,him,PERSON
35,he,PERSON
35,Hertfordshire,CITY
35,him,PERSON
35,one,NUMBER
35,him,PERSON
35,Miss,STATE_OR_PROVINCE
35,Bingley,PERSON
35,her,PERSON
35,his,PERSON
35,him,PERSON
35,her,PERSON
35,Wickham,PERSON
35,his,PERSON
35,one,NUMBER
35,he,PERSON
35,Wickham,PERSON
35,years,DURATION
35,George Wickham,PERSON
35,his,PERSON
35,him,PERSON
35,his,PERSON
35,his,PERSON
35,Cambridge,CITY
35,him,PERSON
35,his,PERSON
35,his,PERSON
35,him,PERSON
35,he,PERSON
35,him,PERSON
35,his,PERSON
35,him,PERSON
35,years,DURATION
35,first,ORDINAL
35,him,PERSON
35,Darcy,PERSON
35,he,PERSON
35,his,PERSON
35,him,PERSON
35,Wickham,PERSON
35,his,PERSON
35,about five years ago,DATE
35,Wickham,PERSON
35,his,PERSON
35,his,PERSON
35,he,PERSON
35,his,PERSON
35,his,PERSON
35,he,PERSON
35,his,PERSON
35,one thousand pounds,MONEY
35,a year,DURATION
35,Wickham,PERSON
35,His,PERSON
35,he,PERSON
35,him,PERSON
35,he,PERSON
35,one thousand pounds,MONEY
35,He,PERSON
35,he,PERSON
35,him,PERSON
35,his,PERSON
35,Wickham,PERSON
35,three      thousand pounds,MONEY
35,He,PERSON
35,he,PERSON
35,now,DATE
35,Pemberley,LOCATION
35,him,PERSON
35,him,PERSON
35,his,PERSON
35,now,DATE
35,he,PERSON
35,his,PERSON
35,his,PERSON
35,about three years,DURATION
35,him,PERSON
35,him,PERSON
35,he,PERSON
35,His,PERSON
35,he,PERSON
35,now,DATE
35,present,DATE
35,He,PERSON
35,him,PERSON
35,he,PERSON
35,he,PERSON
35,His,PERSON
35,his,PERSON
35,he,PERSON
35,his,PERSON
35,his,PERSON
35,he,PERSON
35,last summer,DATE
35,he,PERSON
35,now,DATE
35,present,DATE
35,more than ten years,DURATION
35,Colonel,TITLE
35,Fitzwilliam,LOCATION
35,About a year ago,DATE
35,London,CITY
35,last      summer,DATE
35,Ramsgate,ORGANIZATION
35,Wickham,PERSON
35,Younge,PERSON
35,Georgiana,PERSON
35,she,PERSON
35,her,PERSON
35,she,PERSON
35,him,PERSON
35,her,PERSON
35,he,PERSON
35,his,PERSON
35,her,PERSON
35,she,PERSON
35,fifteen,NUMBER
35,She,PERSON
35,her,PERSON
35,her,PERSON
35,a day,DURATION
35,two,NUMBER
35,Georgiana,PERSON
35,she,PERSON
35,Wickham,PERSON
35,Younge,PERSON
35,her,PERSON
35,Wickham,PERSON
35,thirty thousand pounds,MONEY
35,His,PERSON
35,Wickham,PERSON
35,he,PERSON
35,his,PERSON
35,previously,DATE
35,last night,TIME
35,Colonel,TITLE
35,Fitzwilliam,PERSON
35,one,NUMBER
35,morning,TIME
35,him,PERSON
35,DARCY,PERSON
36,Elizabeth,PERSON
36,Darcy,PERSON
36,her,PERSON
36,his,PERSON
36,she,PERSON
36,she,PERSON
36,Her,PERSON
36,she,PERSON
36,first,ORDINAL
36,she,PERSON
36,he,PERSON
36,his,PERSON
36,she,PERSON
36,he,PERSON
36,Netherfield,LOCATION
36,he,PERSON
36,she,PERSON
36,his,PERSON
36,one,NUMBER
36,She,PERSON
36,her,PERSON
36,her,PERSON
36,His,PERSON
36,her,PERSON
36,she,PERSON
36,his,PERSON
36,her,PERSON
36,him,PERSON
36,He,PERSON
36,he,PERSON
36,her,PERSON
36,his,PERSON
36,Wickham,PERSON
36,his,PERSON
36,she,PERSON
36,his,PERSON
36,his,PERSON
36,her,PERSON
36,her,PERSON
36,She,PERSON
36,two,NUMBER
36,she,PERSON
36,she,PERSON
36,she,PERSON
36,a minute,DURATION
36,Wickham,PERSON
36,she,PERSON
36,she,PERSON
36,she,PERSON
36,Pemberley,PERSON
36,Darcy,PERSON
36,his,PERSON
36,he,PERSON
36,she,PERSON
36,his,PERSON
36,she,PERSON
36,Wickham,PERSON
36,one,NUMBER
36,her,PERSON
36,she,PERSON
36,his,PERSON
36,she,PERSON
36,her,PERSON
36,Wickham,PERSON
36,three thousand pounds,MONEY
36,she,PERSON
36,his,PERSON
36,she,PERSON
36,She,PERSON
36,she,PERSON
36,she,PERSON
36,Darcy,PERSON
36,she,PERSON
36,him,PERSON
36,general,TITLE
36,Wickham,PERSON
36,he,PERSON
36,her,PERSON
36,she,PERSON
36,She,PERSON
36,him,PERSON
36,his,PERSON
36,he,PERSON
36,him,PERSON
36,Hertfordshire,CITY
36,his,PERSON
36,he,PERSON
36,his,PERSON
36,her,PERSON
36,she,PERSON
36,once,DATE
36,His,PERSON
36,him,PERSON
36,attacks,CAUSE_OF_DEATH
36,Darcy,PERSON
36,Darcy,PERSON
36,years,DURATION
36,She,PERSON
36,him,PERSON
36,she,PERSON
36,her,PERSON
36,general,TITLE
36,She,PERSON
36,him,PERSON
36,her,PERSON
36,she,PERSON
36,his,PERSON
36,him,PERSON
36,once,DATE
36,she,PERSON
36,Miss,STATE_OR_PROVINCE
36,Darcy,PERSON
36,Colonel,TITLE
36,Fitzwilliam,PERSON
36,morning before,TIME
36,Colonel,TITLE
36,Fitzwilliam,PERSON
36,previously,DATE
36,his,PERSON
36,she,PERSON
36,she,PERSON
36,his,PERSON
36,his,PERSON
36,she,PERSON
36,one,NUMBER
36,Darcy,PERSON
36,she,PERSON
36,him,PERSON
36,he,PERSON
36,his,PERSON
36,Wickham,PERSON
36,first,ORDINAL
36,evening,TIME
36,Philips,PERSON
36,She,PERSON
36,his,PERSON
36,her,PERSON
36,now,DATE
36,She,PERSON
36,her,PERSON
36,She,PERSON
36,he,PERSON
36,his,PERSON
36,his,PERSON
36,Darcy,PERSON
36,Darcy,PERSON
36,Netherfield,LOCATION
36,next week,DATE
36,She,PERSON
36,he,PERSON
36,he,PERSON
36,his,PERSON
36,he,PERSON
36,Netherfield,PERSON
36,one,NUMBER
36,Darcy,PERSON
36,She,PERSON
36,he,PERSON
36,his,PERSON
36,he,PERSON
36,he,PERSON
36,her,PERSON
36,his,PERSON
36,now,DATE
36,he,PERSON
36,Miss,STATE_OR_PROVINCE
36,King,TITLE
36,now,DATE
36,His,PERSON
36,her,PERSON
36,his,PERSON
36,his,PERSON
36,now,DATE
36,His,PERSON
36,he,PERSON
36,her,PERSON
36,his,PERSON
36,she,PERSON
36,she,PERSON
36,Darcy,PERSON
36,Bingley,PERSON
36,Jane,PERSON
36,his,PERSON
36,she,PERSON
36,his,PERSON
36,his,PERSON
36,she,PERSON
36,her,PERSON
36,his,PERSON
36,him,PERSON
36,him,PERSON
36,Wickham,PERSON
36,his,PERSON
36,he,PERSON
36,him,PERSON
36,she,PERSON
36,him,PERSON
36,his,PERSON
36,him,PERSON
36,Wickham,PERSON
36,Bingley,PERSON
36,his,PERSON
36,She,PERSON
36,Darcy,PERSON
36,Wickham,PERSON
36,she,PERSON
36,she,PERSON
36,she,PERSON
36,one,NUMBER
36,Jane--from Jane,PERSON
36,Bingley,LOCATION
36,Darcy,PERSON
36,her,PERSON
36,her,PERSON
36,she,PERSON
36,a second,DURATION
36,one,NUMBER
36,she,PERSON
36,his,PERSON
36,she,PERSON
36,Charlotte,CITY
36,He,PERSON
36,her,PERSON
36,she,PERSON
36,Jane,PERSON
36,she,PERSON
36,his,PERSON
36,Jane,PERSON
36,She,PERSON
36,her,PERSON
36,she,PERSON
36,her,PERSON
36,her,PERSON
36,Netherfield,LOCATION
36,first,ORDINAL
36,her,PERSON
36,he,PERSON
36,his,PERSON
36,his,PERSON
36,hers,PERSON
36,her,PERSON
36,Jane,PERSON
36,her,PERSON
36,her,PERSON
36,she,PERSON
36,her,PERSON
36,she,PERSON
36,she,PERSON
36,two hours,DURATION
36,she,PERSON
36,her,PERSON
36,her,PERSON
36,she,PERSON
36,her,PERSON
36,two,NUMBER
36,Rosings,PERSON
36,Darcy,PERSON
36,a few minutes,DURATION
36,Colonel,TITLE
36,Fitzwilliam,PERSON
36,at least an hour,DURATION
36,She,PERSON
36,her,PERSON
36,her,PERSON
36,her,PERSON
36,she,PERSON
36,him,PERSON
36,she,PERSON
36,Colonel,TITLE
36,Fitzwilliam,PERSON
36,She,PERSON
36,her,PERSON
37,two,NUMBER
37,Rosings,PERSON
37,the next morning,DATE
37,Collins,PERSON
37,Rosings,LOCATION
37,his,PERSON
37,Lady Catherine,PERSON
37,he,PERSON
37,her,PERSON
37,his,PERSON
37,her,PERSON
37,she,PERSON
37,her,PERSON
37,her,PERSON
37,Elizabeth,PERSON
37,Lady Catherine,PERSON
37,future,DATE
37,she,PERSON
37,she,PERSON
37,her,PERSON
37,her,PERSON
37,she,PERSON
37,her,PERSON
37,she,PERSON
37,she,PERSON
37,she,PERSON
37,first,ORDINAL
37,Lady Catherine,PERSON
37,colonel,TITLE
37,Darcy,PERSON
37,last year,DATE
37,his,PERSON
37,Rosings,PERSON
37,His,PERSON
37,Collins,PERSON
37,Catherine,PERSON
37,Miss,STATE_OR_PROVINCE
37,Bennet,PERSON
37,she,PERSON
37,she,PERSON
37,Collins,PERSON
37,Elizabeth,PERSON
37,next Saturday,DATE
37,six weeks,DURATION
37,two months,DURATION
37,Collins,PERSON
37,Bennet,PERSON
37,another fortnight,DURATION
37,last week,DATE
37,He,PERSON
37,month,DURATION
37,one,NUMBER
37,London,CITY
37,early in June,DATE
37,a week,DURATION
37,Dawson,PERSON
37,one,NUMBER
37,Madam,PERSON
37,Catherine,PERSON
37,Collins,PERSON
37,servant,TITLE
37,two,NUMBER
37,Georgiana,PERSON
37,Ramsgate,ORGANIZATION
37,last summer,DATE
37,two,NUMBER
37,her,PERSON
37,her,PERSON
37,Darcy,PERSON
37,Darcy,PERSON
37,Pemberley,LOCATION
37,Lady Anne,PERSON
37,John,PERSON
37,Collins,PERSON
37,servant,TITLE
37,He,PERSON
37,he,PERSON
37,Bromley,PERSON
37,Bell,ORGANIZATION
37,Catherine,PERSON
37,Elizabeth,PERSON
37,she,PERSON
37,her,PERSON
37,she,PERSON
37,she,PERSON
37,hours,DURATION
37,a day,DURATION
37,she,PERSON
37,she,PERSON
37,she,PERSON
37,Darcy,PERSON
37,she,PERSON
37,writer,TITLE
37,She,PERSON
37,her,PERSON
37,she,PERSON
37,his,PERSON
37,she,PERSON
37,she,PERSON
37,she,PERSON
37,him,PERSON
37,her,PERSON
37,his,PERSON
37,general,TITLE
37,His,PERSON
37,his,PERSON
37,she,PERSON
37,him,PERSON
37,she,PERSON
37,her,PERSON
37,him,PERSON
37,past,DATE
37,her,PERSON
37,her,PERSON
37,Her,PERSON
37,his,PERSON
37,her,PERSON
37,Elizabeth,PERSON
37,Jane,PERSON
37,Catherine,PERSON
37,Lydia,PERSON
37,Catherine,PERSON
37,Lydia,PERSON
37,Lydia,PERSON
37,Meryton,LOCATION
37,Meryton,PERSON
37,Longbourn,LOCATION
37,him,PERSON
37,Jane,PERSON
37,Darcy,PERSON
37,Bingley,PERSON
37,Jane,PERSON
37,her,PERSON
37,His,PERSON
37,his,PERSON
37,his,PERSON
37,his,PERSON
37,Jane,PERSON
37,her,PERSON
37,Wickham,PERSON
37,now,DATE
37,her,PERSON
37,Rosings,LOCATION
37,the last week,DATE
37,first,ORDINAL
37,her,PERSON
37,last evening,TIME
37,Ladyship,MISC
37,Maria,PERSON
37,morning,TIME
37,her,PERSON
37,her,PERSON
37,her,PERSON
37,Lady Catherine,PERSON
37,Hunsford,LOCATION
37,next year,DATE
37,Miss,STATE_OR_PROVINCE
37,De Bourgh,PERSON
37,her,PERSON
38,Saturday,DATE
38,morning,TIME
38,Elizabeth,PERSON
38,Collins,PERSON
38,a few minutes,DURATION
38,he,PERSON
38,he,PERSON
38,Miss,STATE_OR_PROVINCE
38,Elizabeth,PERSON
38,Collins,PERSON
38,he,PERSON
38,her,PERSON
38,her,PERSON
38,one,NUMBER
38,Elizabeth,PERSON
38,her,PERSON
38,six weeks,DURATION
38,Charlotte,CITY
38,She,PERSON
38,she,PERSON
38,her,PERSON
38,Collins,PERSON
38,Rosings,PERSON
38,Lady Catherine,PERSON
38,one,NUMBER
38,Rosings,LOCATION
38,Elizabeth,PERSON
38,his,PERSON
38,he,PERSON
38,Hertfordshire,CITY
38,Catherine,PERSON
38,Collins,PERSON
38,daily,SET
38,Miss,STATE_OR_PROVINCE
38,Elizabeth,PERSON
38,Charlotte,CITY
38,one,NUMBER
38,one,NUMBER
38,Elizabeth,PERSON
38,she,PERSON
38,his,PERSON
38,She,PERSON
38,her,PERSON
38,she,PERSON
38,her,PERSON
38,her,PERSON
38,she,PERSON
38,Her,PERSON
38,her,PERSON
38,her,PERSON
38,her,PERSON
38,Elizabeth,PERSON
38,Collins,PERSON
38,Longbourn,LOCATION
38,winter,DATE
38,Gardiner,PERSON
38,he,PERSON
38,her,PERSON
38,his,PERSON
38,her,PERSON
38,his,PERSON
38,he,PERSON
38,his,PERSON
38,Maria,PERSON
38,He,PERSON
38,her,PERSON
38,he,PERSON
38,he,PERSON
38,Elizabeth,PERSON
38,Maria,PERSON
38,a few minutes,DURATION
38,a day,DURATION
38,two,NUMBER
38,first,ORDINAL
38,companion,TITLE
38,her,PERSON
38,nine,NUMBER
38,Rosings,LOCATION
38,Elizabeth,PERSON
38,four hours,DURATION
38,Hunsford,PERSON
38,Gardiner,PERSON
38,a few days,DURATION
38,Jane,PERSON
38,Elizabeth,PERSON
38,her,PERSON
38,her,PERSON
38,Jane,PERSON
38,Longbourn,LOCATION
38,her,PERSON
38,Longbourn,LOCATION
38,Darcy,PERSON
38,she,PERSON
38,she,PERSON
38,her,PERSON
38,Jane,PERSON
38,once,DATE
38,Bingley,LOCATION
38,she,PERSON
38,her,PERSON
38,she,PERSON
38,she,PERSON
38,she,PERSON
38,her,PERSON
38,she,PERSON
38,her,PERSON
39,the second week in May,DATE
39,three,NUMBER
39,Hertfordshire,CITY
39,Bennet,PERSON
39,coachman,TITLE
39,Kitty,PERSON
39,Lydia,PERSON
39,two,NUMBER
39,an hour,DURATION
39,milliner,TITLE
39,guard,TITLE
39,Lydia,PERSON
39,her,PERSON
39,her,PERSON
39,she,PERSON
39,two,NUMBER
39,three,NUMBER
39,one,NUMBER
39,this summer,DATE
39,Meryton,LOCATION
39,a fortnight,DURATION
39,Elizabeth,PERSON
39,Brighton,CITY
39,summer,DATE
39,Mamma,PERSON
39,summer,DATE
39,Elizabeth,PERSON
39,once,DATE
39,Brighton,CITY
39,one,NUMBER
39,monthly,SET
39,Meryton,LOCATION
39,Now,DATE
39,Lydia,PERSON
39,Jane,PERSON
39,Elizabeth,PERSON
39,waiter,TITLE
39,he,PERSON
39,Lydia,PERSON
39,waiter,TITLE
39,he,PERSON
39,he,PERSON
39,he,PERSON
39,he,PERSON
39,now,DATE
39,Wickham,PERSON
39,waiter,TITLE
39,Wickham,PERSON
39,Mary King,PERSON
39,Liverpool,ORGANIZATION
39,She,PERSON
39,her,PERSON
39,Wickham,PERSON
39,Mary King,PERSON
39,Elizabeth,PERSON
39,She,PERSON
39,she,PERSON
39,him,PERSON
39,Jane,PERSON
39,his,PERSON
39,three,NUMBER
39,he,PERSON
39,her,PERSON
39,Elizabeth,PERSON
39,liberal,IDEOLOGY
39,her,PERSON
39,Kitty,PERSON
39,Lydia,PERSON
39,Lydia,PERSON
39,now,DATE
39,first,ORDINAL
39,one,NUMBER
39,Jane,PERSON
39,maid,TITLE
39,three,NUMBER
39,twenty,NUMBER
39,She,PERSON
39,three,NUMBER
39,twenty,NUMBER
39,Philips,ORGANIZATION
39,Lizzy,PERSON
39,Collins,PERSON
39,She,PERSON
39,the other day,DATE
39,Colonel,TITLE
39,Forster,PERSON
39,Kitty,PERSON
39,the day,DATE
39,Forster,PERSON
39,evening,TIME
39,Forster,PERSON
39,two,NUMBER
39,Harringtons,MISC
39,Harriet,PERSON
39,Pen,PERSON
39,she,PERSON
39,Chamberlayne,LOCATION
39,Col.,TITLE
39,Forster,PERSON
39,Kitty,PERSON
39,one,NUMBER
39,her,PERSON
39,he,PERSON
39,Denny,PERSON
39,Wickham,PERSON
39,Pratt,PERSON
39,two,NUMBER
39,three,NUMBER
39,him,PERSON
39,Forster,PERSON
39,Lydia,PERSON
39,Kitty,PERSON
39,Longbourn,LOCATION
39,her,PERSON
39,Elizabeth,PERSON
39,Wickham,PERSON
39,she,PERSON
39,Bennet,PERSON
39,Jane,PERSON
39,once,DATE
39,Bennet,PERSON
39,Elizabeth,PERSON
39,Lizzy,PERSON
39,Lucases,ORGANIZATION
39,Maria,PERSON
39,Lucas,PERSON
39,Maria,PERSON
39,Bennet,PERSON
39,one,NUMBER
39,present,DATE
39,Jane,PERSON
39,Miss,STATE_OR_PROVINCE
39,Lucases,MISC
39,Lydia,PERSON
39,morning,TIME
39,her,PERSON
39,her,PERSON
39,her,PERSON
39,Mary,PERSON
39,she,PERSON
39,Kitty,PERSON
39,coach,TITLE
39,Kitty,PERSON
39,George,PERSON
39,three,NUMBER
39,coach,TITLE
39,ten,NUMBER
39,Mary,PERSON
39,Lydia,PERSON
39,a minute,DURATION
39,Mary,PERSON
39,She,PERSON
39,afternoon,TIME
39,Lydia,PERSON
39,Meryton,LOCATION
39,Elizabeth,PERSON
39,Miss,STATE_OR_PROVINCE
39,Bennets,MISC
39,a day,DURATION
39,her,PERSON
39,Wickham,PERSON
39,She,PERSON
39,her,PERSON
39,a fortnight,DURATION
39,once,DATE
39,plague,CAUSE_OF_DEATH
39,she,PERSON
39,her,PERSON
39,his,PERSON
39,hours,DURATION
39,Brighton,CITY
39,Lydia,PERSON
39,She,PERSON
39,she,PERSON
39,her,PERSON
39,Elizabeth,PERSON
39,her,PERSON
39,his,PERSON
39,her,PERSON
40,Elizabeth,PERSON
40,Jane,PERSON
40,the next morning,DATE
40,Darcy,PERSON
40,her,PERSON
40,her,PERSON
40,she,PERSON
40,her,PERSON
40,Miss,STATE_OR_PROVINCE
40,Bennet,PERSON
40,Elizabeth,PERSON
40,Darcy,PERSON
40,She,PERSON
40,his,PERSON
40,she,PERSON
40,her,PERSON
40,him,PERSON
40,His,PERSON
40,she,PERSON
40,his,PERSON
40,Elizabeth,PERSON
40,him,PERSON
40,he,PERSON
40,his,PERSON
40,him,PERSON
40,Wickham,PERSON
40,next day,DATE
40,George Wickham,PERSON
40,She,PERSON
40,stroke,CAUSE_OF_DEATH
40,Jane,PERSON
40,one,NUMBER
40,Darcy,PERSON
40,her,PERSON
40,her,PERSON
40,one,NUMBER
40,she,PERSON
40,Elizabeth,PERSON
40,one,NUMBER
40,one,NUMBER
40,Darcy,PERSON
40,Jane,PERSON
40,she,PERSON
40,Wickham,PERSON
40,past,DATE
40,Darcy,PERSON
40,Lizzy,PERSON
40,he,PERSON
40,his,PERSON
40,him,PERSON
40,him,PERSON
40,Wickham,PERSON
40,his,PERSON
40,his,PERSON
40,two,NUMBER
40,One,NUMBER
40,Darcy,PERSON
40,him,PERSON
40,one,NUMBER
40,One,NUMBER
40,one,NUMBER
40,now,DATE
40,Lizzy,PERSON
40,first,ORDINAL
40,now,DATE
40,one,NUMBER
40,Jane,PERSON
40,Wickham,LOCATION
40,Darcy,PERSON
40,now,DATE
40,one,NUMBER
40,general,TITLE
40,Wickham,PERSON
40,Miss,STATE_OR_PROVINCE
40,Bennet,PERSON
40,him,PERSON
40,Darcy,PERSON
40,his,PERSON
40,his,PERSON
40,his,PERSON
40,general,TITLE
40,Darcy,PERSON
40,Meryton,LOCATION
40,him,PERSON
40,Wickham,PERSON
40,he,PERSON
40,present,DATE
40,his,PERSON
40,him,PERSON
40,now,DATE
40,He,PERSON
40,he,PERSON
40,him,PERSON
40,Elizabeth,PERSON
40,two,NUMBER
40,a fortnight,DURATION
40,Jane,PERSON
40,She,PERSON
40,her,PERSON
40,she,PERSON
40,Darcy,PERSON
40,She,PERSON
40,her,PERSON
40,she,PERSON
40,his,PERSON
40,one,NUMBER
40,she,PERSON
40,her,PERSON
40,Bingley,PERSON
40,she,PERSON
40,now,DATE
40,She,PERSON
40,her,PERSON
40,Jane,PERSON
40,She,PERSON
40,first,ORDINAL
40,first,ORDINAL
40,her,PERSON
40,her,PERSON
40,she,PERSON
40,his,PERSON
40,him,PERSON
40,her,PERSON
40,her,PERSON
40,her,PERSON
40,her,PERSON
40,Lizzy,PERSON
40,Bennet,PERSON
40,one day,DURATION
40,now,DATE
40,Jane,PERSON
40,Philips,ORGANIZATION
40,the other day,DATE
40,Jane,PERSON
40,London,CITY
40,him,PERSON
40,now,DATE
40,he,PERSON
40,her,PERSON
40,him,PERSON
40,Netherfield,LOCATION
40,summer,DATE
40,his,PERSON
40,Netherfield,LOCATION
40,he,PERSON
40,he,PERSON
40,him,PERSON
40,he,PERSON
40,her,PERSON
40,Jane,PERSON
40,he,PERSON
40,he,PERSON
40,Elizabeth,PERSON
40,she,PERSON
40,Lizzy,PERSON
40,Collinses,ORGANIZATION
40,her,PERSON
40,Charlotte,CITY
40,manager,TITLE
40,she,PERSON
40,her,PERSON
40,she,PERSON
40,Longbourn,PERSON
40,one,NUMBER
41,The first week,DURATION
41,second,ORDINAL
41,Meryton,LOCATION
41,Miss,STATE_OR_PROVINCE
41,Kitty,PERSON
41,Lydia,PERSON
41,Lizzy,PERSON
41,five,NUMBER
41,twenty years ago,DATE
41,she,PERSON
41,she,PERSON
41,two days,DURATION
41,Colonel,TITLE
41,Millar,PERSON
41,she,PERSON
41,Lydia,PERSON
41,one,NUMBER
41,Brighton,CITY
41,Bennet,PERSON
41,one,NUMBER
41,Brighton,CITY
41,Philips,ORGANIZATION
41,Kitty,PERSON
41,Elizabeth,PERSON
41,Darcy,PERSON
41,She,PERSON
41,she,PERSON
41,his,PERSON
41,his,PERSON
41,Lydia,PERSON
41,Forster,PERSON
41,Colonel,TITLE
41,Brighton,CITY
41,she,PERSON
41,her,PERSON
41,Lydia,PERSON
41,three,NUMBER
41,months,DURATION
41,two,NUMBER
41,her,PERSON
41,Lydia,PERSON
41,Forster,PERSON
41,Bennet,PERSON
41,Kitty,PERSON
41,her,PERSON
41,Lydia,PERSON
41,one,NUMBER
41,violence,CAUSE_OF_DEATH
41,Kitty,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,Forster,PERSON
41,Lydia,PERSON
41,she,PERSON
41,her,PERSON
41,two years,DURATION
41,she,PERSON
41,Elizabeth,PERSON
41,Jane,PERSON
41,her,PERSON
41,her,PERSON
41,Elizabeth,PERSON
41,Lydia,PERSON
41,her,PERSON
41,her,PERSON
41,she,PERSON
41,her,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,Lydia,PERSON
41,general,TITLE
41,Forster,PERSON
41,companion,TITLE
41,Brighton,CITY
41,She,PERSON
41,him,PERSON
41,she,PERSON
41,her,PERSON
41,Lydia,PERSON
41,present,DATE
41,He,PERSON
41,her,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,Elizabeth,PERSON
41,Lydia,PERSON
41,Bennet,PERSON
41,she,PERSON
41,Lizzy,PERSON
41,Lydia,PERSON
41,general,TITLE
41,now,DATE
41,Lydia,PERSON
41,present,DATE
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,she,PERSON
41,sixteen,NUMBER
41,Her,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,Kitty,PERSON
41,Lydia,PERSON
41,She,PERSON
41,Bennet,PERSON
41,her,PERSON
41,her,PERSON
41,Jane,PERSON
41,three,NUMBER
41,Longbourn,LOCATION
41,Lydia,PERSON
41,Brighton,CITY
41,her,PERSON
41,Colonel,TITLE
41,Forster,PERSON
41,her,PERSON
41,she,PERSON
41,Brighton,CITY
41,she,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,Elizabeth,PERSON
41,her,PERSON
41,she,PERSON
41,him,PERSON
41,her,PERSON
41,her,PERSON
41,She,PERSON
41,her,PERSON
41,her,PERSON
41,Lydia,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,Lydia,PERSON
41,Brighton,CITY
41,She,PERSON
41,present,DATE
41,She,PERSON
41,six,NUMBER
41,once,DATE
41,She,PERSON
41,she,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,her,PERSON
41,Lydia,PERSON
41,Brighton,CITY
41,her,PERSON
41,her,PERSON
41,the very day,DATE
41,Lydia,PERSON
41,Elizabeth,PERSON
41,now,DATE
41,Wickham,PERSON
41,him,PERSON
41,her,PERSON
41,first,ORDINAL
41,She,PERSON
41,her,PERSON
41,present,DATE
41,his,PERSON
41,she,PERSON
41,he,PERSON
41,her,PERSON
41,She,PERSON
41,him,PERSON
41,she,PERSON
41,his,PERSON
41,his,PERSON
41,her,PERSON
41,her,PERSON
41,last day,DATE
41,Meryton,LOCATION
41,Longbourn,LOCATION
41,Elizabeth,PERSON
41,Hunsford,LOCATION
41,Colonel,TITLE
41,Fitzwilliam,LOCATION
41,Darcy,PERSON
41,three weeks,DURATION
41,Rosings,ORGANIZATION
41,he,PERSON
41,him,PERSON
41,his,PERSON
41,her,PERSON
41,she,PERSON
41,him,PERSON
41,he,PERSON
41,He,PERSON
41,he,PERSON
41,him,PERSON
41,he,PERSON
41,her,PERSON
41,she,PERSON
41,him,PERSON
41,Her,PERSON
41,his,PERSON
41,Rosings,PERSON
41,he,PERSON
41,he,PERSON
41,Nearly three weeks,DURATION
41,him,PERSON
41,every day,SET
41,His,PERSON
41,his,PERSON
41,Darcy,PERSON
41,Wickham,PERSON
41,her,PERSON
41,he,PERSON
41,he,PERSON
41,he,PERSON
41,his,PERSON
41,he,PERSON
41,he,PERSON
41,Elizabeth,PERSON
41,he,PERSON
41,he,PERSON
41,Wickham,PERSON
41,she,PERSON
41,her,PERSON
41,her,PERSON
41,him,PERSON
41,she,PERSON
41,he,PERSON
41,his,PERSON
41,him,PERSON
41,his,PERSON
41,Wickham,PERSON
41,now,DATE
41,a few minutes,DURATION
41,Darcy,PERSON
41,he,PERSON
41,his,PERSON
